Contig	GeneID	Start	End	Annotation
Contig_2	PSPPH_2240	2599226	2598600	Uncharacterized protein 
Contig_2	PSPPH_2241	2599996	2599223	Uncharacterized protein 
Contig_2	PSPPH_2242	2600948	2600010	Uncharacterized protein 
Contig_2	PSPPH_2243	2603203	2601020	Glycogen debranching enzyme GlgX 
Contig_2	PSPPH_2244	2603748	2603362	Uncharacterized protein 
Contig_2	PSPPH_2245	2606549	2603766	Malto-oligosyltrehalose synthase 
Contig_2	PSPPH_2246	2608624	2606546	4-alpha-glucanotransferase 
Contig_2	PSPPH_2247	2610437	2608614	Malto-oligosyltrehalose trehalohydrolase 
Contig_2	PSPPH_2248	2611910	2610453	Glycogen synthase 
Contig_2	PSPPH_2249	2612687	2613178	Acetyltransferase, GNAT family 
Contig_2	PSPPH_2250	2613509	2613336	Uncharacterized protein 
Contig_2	PSPPH_2251	2613825	2614799	6-phosphogluconate dehydrogenase, decarboxylating 
Contig_2	PSPPH_2253	2616325	2617134	Hydrolase, HAD-superfamily, subfamily IIB 
Contig_2	PSPPH_2255	2619690	2619004	Alkylated DNA repair protein AlkB 
Contig_2	PSPPH_2256	2619897	2619715	Uncharacterized protein 
Contig_2	PSPPH_2257	2620295	2619912	Uncharacterized protein 
Contig_2	PSPPH_2258	2620384	2620734	Lipoprotein, putative 
Contig_2	PSPPH_2259	2621080	2620790	Lipoprotein, putative 
Contig_2	PSPPH_2260	2621468	2622307	UTP-glucose-1-phosphate uridylyltransferase 
Contig_2	PSPPH_2261	2622410	2623768	Glutathione-disulfide reductase 
Contig_2	PSPPH_2262	2623839	2625137	Sensory box histidine kinase 
Contig_2	PSPPH_2263	2626158	2625148	Cointegrate resolution protein T 
Contig_2	PSPPH_2264	2626335	2627294	Cointegrate resolution protein S 
Contig_2	PSPPH_2265	2627405	2627968	Alkyl hydroperoxide reductase, subunit C 
Contig_2	PSPPH_2266	2628093	2629655	Alkyl hydroperoxide reductase, F subunit 
Contig_2	PSPPH_2267	2630279	2629758	Lactoylglutathione lyase 
Contig_2	PSPPH_2268	2630282	2630989	Uncharacterized protein 
Contig_2	PSPPH_2269	2631837	2631475	Transcriptional regulator, putative 
Contig_2	PSPPH_2270	2633480	2632323	TPR domain protein 
Contig_2	PSPPH_2271	2634958	2633561	Outer membrane efflux protein 
Contig_2	PSPPH_2272	2638149	2634958	Multidrug efflux RND transporter MexF 
Contig_2	PSPPH_2273	2639403	2638162	Multidrug efflux RND transporter, membrane fusion protein MexE 
Contig_2	PSPPH_2274	2639719	2641647	Methyl-accepting chemotaxis protein 
Contig_2	PSPPH_2275	2642512	2641715	Amino acid ABC transporter, ATP-binding protein 
Contig_2	PSPPH_2276	2643155	2642505	Amino acid ABC transporter protein, permease protein 
Contig_2	PSPPH_2277	2643836	2643159	Amino acid ABC transporter, permease protein 
Contig_2	PSPPH_2278	2644766	2643894	ABC transporter binding protein-like protein AabH 
Contig_2	PSPPH_2279	2645116	2646675	ABC transporter protein, ATP binding component 
Contig_2	PSPPH_2280	2646668	2647648	ABC transporter, permease protein 
Contig_2	PSPPH_2281	2647753	2648355	Uncharacterized protein 
Contig_2	PSPPH_2282	2648352	2649491	Rhs family protein 
Contig_2	PSPPH_2283	2649492	2650091	Uncharacterized protein 
Contig_2	PSPPH_2285	2651154	2651321	Uncharacterized protein 
Contig_2	PSPPH_2287	2654652	2653672	ISPsy2, transposase 
Contig_2	PSPPH_2288	2654781	2655041	ISPsy19, transposase 
Contig_2	PSPPH_2289	2655016	2655588	ISPsy19, transposase 
Contig_2	PSPPH_2290	2657261	2655615	ABC transporter, ATP-binding protein 
Contig_2	PSPPH_2291	2658190	2657258	Nickel ABC transporter, permease protein, putative 
Contig_2	PSPPH_2292	2659145	2658195	Nickel ABC transporter, permease protein 
Contig_2	PSPPH_2293	2660773	2659142	Nickel ABC transporter, periplasmic nickel-binding protein, putative 
Contig_2	PSPPH_2295	2663733	2662831	Transcriptional regulator, LysR family 
Contig_2	PSPPH_2296	2663873	2664985	Oxidoreductase, FAD/FMN-binding 
Contig_2	PSPPH_2297	2665099	2665392	NreA 
Contig_2	PSPPH_2298	2665400	2665939	High-affinity nickel-transport protein 
Contig_2	PSPPH_2299	2666117	2666542	Glyoxalase family protein superfamily 
Contig_2	PSPPH_2300	2667475	2666597	Transcriptional regulator, LysR family 
Contig_2	PSPPH_2301	2668476	2667568	Transcriptional regulator, LysR family 
Contig_2	PSPPH_2302	2668585	2669403	Phytanoyl-CoA dioxygenase, PhyH family 
Contig_2	PSPPH_2303	2669437	2670459	Histidine transporter, periplasmic histidine-binding protein 
Contig_2	PSPPH_2305	2673130	2672504	Transcriptional regulator, TetR family 
Contig_2	PSPPH_2306	2673241	2674428	Major facilitator family transporter 
Contig_2	PSPPH_2307	2675227	2674535	Uncharacterized protein 
Contig_2	PSPPH_2308	2676720	2675617	ISPsy19, transposase 
Contig_2	PSPPH_2309	2678139	2677225	Transcriptional regulator MexT 
Contig_2	PSPPH_2310	2678449	2679471	Oxidoreductase, zinc-binding 
Contig_2	PSPPH_2311	2682997	2679524	Insecticidal toxin complex protein, putative 
Contig_2	PSPPH_2312	2683016	2684275	ISPsy18, transposase 
Contig_2	PSPPH_2313	2685204	2684338	Insecticidal toxin complex protein, putative 
Contig_2	PSPPH_2314	2685864	2687366	Uncharacterized protein 
Contig_2	PSPPH_2315	2687458	2688864	Transcriptional regulator, GntR family 
Contig_2	PSPPH_2316	2688895	2691297	Uvs006 
Contig_2	PSPPH_2317	2691413	2693059	Phosphoglucomutase, alpha-D-glucose phosphate-specific 
Contig_2	PSPPH_2318	2693409	2693134	Peptidyl-prolyl cis-trans isomerase C 
Contig_2	PSPPH_2319	2693533	2694702	Twitching motility protein 
Contig_2	PSPPH_2320	2696328	2694751	Peptide ABC transporter ATP-binding protein 
Contig_2	PSPPH_2321	2697352	2696330	Peptide ABC transporter, permease protein 
Contig_2	PSPPH_2322	2698416	2697352	Peptide ABC transporter, permease protein 
Contig_2	PSPPH_2323	2700285	2698417	Peptide ABC transporter, periplasmic peptide-binding protein 
Contig_2	PSPPH_2324	2700791	2700510	Peptidyl-prolyl cis-trans isomerase C 
Contig_2	PSPPH_2325	2701955	2700873	Phospho-2-dehydro-3-deoxyheptonate aldolase 
Contig_2	PSPPH_2326	2702894	2702658	Uncharacterized protein 
Contig_2	PSPPH_2327	2702976	2703317	Regulatory protein, putative 
Contig_2	PSPPH_2328	2703496	2704140	LuxR response regulator receiver 
Contig_2	PSPPH_2329	2704143	2705966	UvrABC system protein C 
Contig_2	PSPPH_2330	2705999	2706559	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase 
Contig_2	PSPPH_2332	2707137	2707015	Uncharacterized protein 
Contig_2	PSPPH_2333	2708111	2707185	Sugar ABC transporter, periplasmic sugar-binding protein 
Contig_2	PSPPH_2334	2708125	2708217	Uncharacterized protein 
Contig_2	PSPPH_2335	2708992	2708204	Hydroxypyruvate isomerase (Fragment) 
Contig_2	PSPPH_2336	2710011	2708989	Oxidoreductase, Gfo/Idh/MocA family 
Contig_2	PSPPH_2337	2710268	2712199	Sigma-54 dependent transcriptional regulator 
Contig_2	PSPPH_2338	2713255	2712206	LacI-family transcription regulator 
Contig_2	PSPPH_2339	2713418	2714509	MocD 
Contig_2	PSPPH_2340	2714546	2714866	Rieske 2Fe-2S family protein 
Contig_2	PSPPH_2341	2714885	2716117	Pyridine nucleotide-disulphide oxidoreductase domain protein 
Contig_2	PSPPH_2342	2716119	2716955	Uncharacterized protein 
Contig_2	PSPPH_2343	2717392	2717270	Uncharacterized protein 
Contig_2	PSPPH_2344	2717387	2718055	Lipoprotein, putative 
Contig_2	PSPPH_2346	2721086	2722060	Amino acid ABC transporter, permease protein 
Contig_2	PSPPH_2347	2722053	2722838	Amino acid ABC transporter, ATP-binding protein 
Contig_2	PSPPH_2349	2723808	2725391	Amine oxidase, flavin-containing 
Contig_2	PSPPH_2350	2725432	2725866	Endoribonuclease L-PSP 
Contig_2	PSPPH_2351	2727093	2725396	Type III effector HopV1 
Contig_2	PSPPH_2352	2727587	2727201	Type III chaperone protein ShcV 
Contig_2	PSPPH_2353	2728867	2727731	D-xylose ABC transporter, permease protein 
Contig_2	PSPPH_2354	2730424	2728868	Xylose import ATP-binding protein XylG 
Contig_2	PSPPH_2356	2732977	2731661	Xylose isomerase 
Contig_2	PSPPH_2357	2733268	2734359	Xylose activator XylR (AraC family) 
Contig_2	PSPPH_2358	2735132	2734365	Papain cysteine protease family protein 
Contig_2	PSPPH_2359	2735890	2735465	Uncharacterized protein 
Contig_2	PSPPH_2360	2736739	2736308	VirA/G regulated protein 
Contig_2	PSPPH_2361	2736947	2738575	Methyl-accepting chemotaxis protein 
Contig_2	PSPPH_2362	2738792	2739796	Ribose ABC transporter, periplasmic ribose-binding protein, putative 
Contig_2	PSPPH_2363	2739812	2741383	Ribose ABC transporter, ATP-binding protein, putative 
Contig_2	PSPPH_2364	2741370	2742374	Ribose ABC transporter, permease protein, putative 
Contig_2	PSPPH_2365	2742371	2743357	Ribose ABC transporter, permease protein, putative 
Contig_2	PSPPH_2366	2744605	2743367	Acyl-CoA dehydrogenase family protein 
Contig_2	PSPPH_2367	2744886	2745851	Uncharacterized protein 
Contig_2	PSPPH_2368	2746003	2746788	Branched-chain amino acid ABC transporter ATP-binding protein 
Contig_2	PSPPH_2369	2746792	2747673	Branched-chain amino acid ABC transporter, permease protein 
Contig_2	PSPPH_2370	2747695	2748762	Branched-chain amino acid ABC transporter, permease protein 
Contig_2	PSPPH_2371	2748810	2750141	Uncharacterized protein 
Contig_2	PSPPH_2372	2750147	2750926	Branched-chain amino acid ABC transporter, ATP-binding protein 
Contig_2	PSPPH_2373	2751111	2752325	Acyl-CoA dehydrogenase family protein 
Contig_2	PSPPH_2374	2752341	2752781	Conserved domain protein 
Contig_2	PSPPH_2375	2752786	2754186	Monooxygenase, NtaA/SnaA/SoxA family 
Contig_2	PSPPH_2376	2755355	2754672	Sensor histidine kinase BaeS 
Contig_2	PSPPH_2377	2756743	2755352	Sensor histidine kinase BaeS 
Contig_2	PSPPH_2378	2756888	2758096	Multidrug resistance protein 
Contig_2	PSPPH_2379	2758099	2761245	Multidrug efflux transporter 
Contig_2	PSPPH_2380	2761245	2762654	Outer membrane protein 
Contig_2	PSPPH_2381	2762769	2764508	Uncharacterized protein 
Contig_2	PSPPH_2383	2765246	2764869	Lipoprotein, putative 
Contig_2	PSPPH_2384	2765335	2766093	Isochorismatase family protein 
Contig_2	PSPPH_2385	2766306	2766782	2OG-Fe(II) oxygenase family protein 
Contig_2	PSPPH_2386	2768162	2768010	Uncharacterized protein 
Contig_2	PSPPH_2387	2768543	2768202	Putative S-layer protein 
Contig_2	PSPPH_2388	2769041	2768565	Uncharacterized protein 
Contig_2	PSPPH_2389	2769389	2769481	Uncharacterized protein 
Contig_2	PSPPH_2390	2769767	2769889	Uncharacterized protein 
Contig_2	PSPPH_2391	2771006	2770464	Uncharacterized protein 
Contig_2	PSPPH_2392	2772119	2771397	Peptidase, S24 family 
Contig_2	PSPPH_2393	2773006	2773362	Anti-repressor protein 
Contig_2	PSPPH_2394	2773364	2774344	Prophage PSPPH04, tail fiber domain protein 
Contig_2	PSPPH_2395	2774341	2775060	Uncharacterized protein 
Contig_2	PSPPH_2396	2775121	2775654	Prophage PSPPH04, putative lysozyme 
Contig_2	PSPPH_2397	2776064	2776579	Uncharacterized protein 
Contig_2	PSPPH_2398	2776592	2776804	Uncharacterized protein 
Contig_2	PSPPH_2399	2776801	2778045	Uncharacterized protein 
Contig_2	PSPPH_2400	2778375	2778473	Uncharacterized protein 
Contig_2	PSPPH_2402	2779877	2778807	DNA topoisomerase, type I, putative 
Contig_2	PSPPH_2403	2781054	2779966	Molybdenum import ATP-binding protein ModC 
Contig_2	PSPPH_2404	2781738	2781058	Molybdate ABC transporter, permease protein 
Contig_2	PSPPH_2405	2782506	2781739	Molybdenum ABC transporter, periplasmic molybdate-binding protein 
Contig_2	PSPPH_2406	2783687	2782608	Oxidoreductase, 2-nitropropane dioxygenase family 
Contig_2	PSPPH_2407	2783830	2784465	Transcriptional regulator, TetR family 
Contig_2	PSPPH_2408	2784516	2785499	Oxidoreductase, zinc-binding 
Contig_2	PSPPH_2409	2785978	2785505	Uncharacterized protein 
Contig_2	PSPPH_2410	2786213	2787178	Site-specific recombinase, phage integrase family 
Contig_2	PSPPH_2411	2787399	2787905	Uncharacterized protein 
Contig_2	PSPPH_2412	2787898	2789397	Unnamed protein product 
Contig_2	PSPPH_2413	2789402	2790550	Oxidoreductase, FAD-binding 
Contig_2	PSPPH_2414	2790547	2791524	Receptor family ligand binding region superfamily 
Contig_2	PSPPH_2415	2791579	2792898	Lysine N6-hydroxylase/L-ornithine N5-oxygenase family protein 
Contig_2	PSPPH_2416	2792904	2795087	Pyridoxal-phosphate dependent enzyme family/ornithine cyclodeaminase family protein 
Contig_2	PSPPH_2417	2795087	2796835	Uncharacterized protein 
Contig_2	PSPPH_2418	2796863	2797507	Threonine efflux protein 
Contig_2	PSPPH_2419	2797532	2798686	Alcohol dehydrogenase, iron-containing 
Contig_2	PSPPH_2420	2798690	2799883	Beta-lactamase 
Contig_2	PSPPH_2421	2800796	2799843	Transcriptional regulator, AraC family 
Contig_2	PSPPH_2422	2800939	2801544	ThiJ/PfpI family protein 
Contig_2	PSPPH_2423	2801750	2802034	Transcriptional regulator, LysR family 
Contig_2	PSPPH_2424	2802118	2802639	Uncharacterized protein 
Contig_2	PSPPH_2425	2802798	2804861	Trehalose synthase 
Contig_2	PSPPH_2426	2806651	2804858	Sigma-54 dependent transcriptional regulator 
Contig_2	PSPPH_2427	2806910	2808391	Benzaldehyde dehydrogenase (NAD+) 
Contig_2	PSPPH_2428	2808478	2809245	3-alpha-hydroxysteroid dehydrogenase, putative 
Contig_2	PSPPH_2429	2809330	2810277	Uncharacterized protein 
Contig_2	PSPPH_2430	2811934	2810714	Major facilitator family transporter 
Contig_2	PSPPH_2432	2814104	2813616	Transcriptional regulator, MarR family 
Contig_2	PSPPH_2433	2814315	2815145	p-hydroxycinnamoyl CoA hydratase/lyase 
Contig_2	PSPPH_2434	2815236	2816684	Vanillin dehydrogenase 
Contig_2	PSPPH_2435	2816954	2818723	Feruloyl-CoA synthetase 
Contig_2	PSPPH_2436	2818720	2819964	Thiolase family protein 
Contig_2	PSPPH_2437	2820104	2820448	Uncharacterized protein 
Contig_2	PSPPH_2438	2820867	2820463	Possible translation initiation inhibitor 
Contig_2	PSPPH_2439	2821022	2821954	LysR protein 
Contig_2	PSPPH_2440	2822109	2822474	DNA replication and repair protein recF 
Contig_2	PSPPH_2441	2822489	2823748	ISPsy18, transposase 
Contig_2	PSPPH_2442	2824042	2824776	Uncharacterized protein 
Contig_2	PSPPH_2443	2824773	2825234	Uncharacterized protein 
Contig_2	PSPPH_2444	2826157	2825240	Transcriptional regulator, LysR family 
Contig_2	PSPPH_2445	2826315	2827070	UPF0271 protein PSPPH_2445 
Contig_2	PSPPH_2446	2827157	2828029	Biotin 
Contig_2	PSPPH_2447	2828026	2829000	Urea amidolyase-related protein 
Contig_2	PSPPH_2448	2829579	2829007	Transcriptional regulator, TetR family 
Contig_2	PSPPH_2450	2831106	2832365	ISPsy18, transposase 
Contig_2	PSPPH_2451	2833907	2832576	Outer membrane porin OprE 
Contig_2	PSPPH_2452	2835539	2833980	Multidrug transporter, putative 
Contig_2	PSPPH_2453	2836929	2835550	Aspartate aminotransferase 
Contig_2	PSPPH_2454	2837035	2837946	Nitrogen assimilation regulatory protein Nac, putative 
Contig_2	PSPPH_2455	2838020	2838508	Acetyl-CoA carboxylase, biotin carboxyl carrier protein 
Contig_2	PSPPH_2456	2838563	2839915	Acetyl-CoA carboxylase, biotin carboxylase 
Contig_2	PSPPH_2457	2839912	2840577	Uncharacterized protein 
Contig_2	PSPPH_2458	2840574	2841545	Urea amidolyase-related protein 
Contig_2	PSPPH_2459	2841545	2841952	Acetyl-CoA carboxylase, biotin carboxyl carrier protein 
Contig_2	PSPPH_2460	2841957	2842727	UPF0271 protein PSPPH_2460 
Contig_2	PSPPH_2461	2842855	2843607	Oxidoreductase, short chain dehydrogenase/reductase family 
Contig_2	PSPPH_2462	2843729	2844430	Glutamine ABC transporter, permease protein 
Contig_2	PSPPH_2463	2844437	2845177	Glutamine ABC transporter, permease protein 
Contig_2	PSPPH_2464	2845188	2845925	Glutamine ABC transporter, ATP-binding protein 
Contig_2	PSPPH_2465	2845977	2846810	Glutamine ABC transporter, periplasmic amino acid-binding protein 
Contig_2	PSPPH_2466	2846917	2848581	PqiB family protein 
Contig_2	PSPPH_2467	2849872	2848598	Mandelate racemase/muconate lactonizing enzyme family protein 
Contig_2	PSPPH_2468	2851234	2849891	Tartrate transporter, putative 
Contig_2	PSPPH_2469	2851373	2852272	Transcriptional regulator, LysR family 
Contig_2	PSPPH_2470	2852411	2853103	Uncharacterized protein 
Contig_2	PSPPH_2471	2854120	2853122	Inosine-uridine preferring nucleoside hydrolase 
Contig_2	PSPPH_2472	2854368	2856338	GGDEF domain/EAL domain protein 
Contig_2	PSPPH_2473	2856412	2857080	Transcriptional regulator VanR, putative 
Contig_2	PSPPH_2474	2858031	2857081	Vanillate monooxygenase, oxidoreductase subunit 
Contig_2	PSPPH_2475	2859169	2858105	Vanillate monooxygenase, oxygenase subunit 
Contig_2	PSPPH_2476	2860204	2859317	Transcriptional regulator, LysR family 
Contig_2	PSPPH_2477	2860332	2861087	Glutamine amidotransferase 
Contig_2	PSPPH_2478	2861152	2861763	DNA-binding protein 
Contig_2	PSPPH_2479	2862849	2861821	UDP-glucose 4-epimerase 
Contig_2	PSPPH_2480	2863264	2864448	Uncharacterized protein 
Contig_2	PSPPH_2481	2864436	2865617	UDP-galactopyranose mutase 
Contig_2	PSPPH_2482	2865620	2866777	Uncharacterized protein 
Contig_2	PSPPH_2483	2866985	2868508	Histidine kinase 
Contig_2	PSPPH_2484	2868579	2869682	ISPsy19, transposase 
Contig_2	PSPPH_2485	2869906	2870598	HypX 
Contig_2	PSPPH_2486	2872499	2871996	Acetyltransferase, GNAT family 
Contig_2	PSPPH_2487	2872638	2873477	TauD/TfdA family dioxygenase 
Contig_2	PSPPH_2488	2874412	2873873	BRO family, N-terminal domain protein 
Contig_2	PSPPH_2489	2875312	2874809	GAF domain protein 
Contig_2	PSPPH_2490	2875536	2877437	Methyl-accepting chemotaxis protein 
Contig_2	PSPPH_2491	2878413	2877508	Transcriptional regulator, LysR family 
Contig_2	PSPPH_2492	2878517	2879719	Acetylornithine aminotransferase 
Contig_2	PSPPH_2493	2879844	2880389	Uncharacterized protein 
Contig_2	PSPPH_2494	2880883	2880443	CBS domain protein 
Contig_2	PSPPH_2495	2881106	2883469	DNA polymerase 
Contig_2	PSPPH_2496	2884311	2883466	NAD-dependent protein deacetylase 
Contig_2	PSPPH_2497	2884477	2885319	Phenazine biosynthesis protein, PhzF family 
Contig_2	PSPPH_2498	2886229	2885390	Uncharacterized protein 
Contig_2	PSPPH_2499	2887446	2886226	Radical SAM domain protein 
Contig_2	PSPPH_2500	2887660	2887788	Uncharacterized protein 
Contig_2	PSPPH_2501	2887785	2888534	Cation ABC transporter, ATP-binding protein 
Contig_2	PSPPH_2502	2888534	2889400	Cation ABC transporter, permease protein 
Contig_2	PSPPH_2503	2889412	2890308	Cation ABC transporter, periplasmic cation-binding protein 
Contig_2	PSPPH_2504	2891509	2890361	Aldose 1-epimerase 
Contig_2	PSPPH_2505	2891758	2892630	Senescence marker protein-30 family protein 
Contig_2	PSPPH_2506	2892817	2893830	L-arabinose ABC transporter, periplasmic L-arabinose-binding protein 
Contig_2	PSPPH_2507	2893886	2895409	Arabinose import ATP-binding protein AraG 
Contig_2	PSPPH_2508	2895427	2896413	L-arabinose transport system permease protein 
Contig_2	PSPPH_2509	2896949	2896599	Uncharacterized protein 
Contig_2	PSPPH_2510	2897765	2897106	Sensor histidine kinase 
Contig_2	PSPPH_2512	2899883	2898567	Amino acid transporter 
Contig_2	PSPPH_2513	2900036	2899908	Uncharacterized protein 
Contig_2	PSPPH_2514	2900081	2900974	Conserved domain protein 
Contig_2	PSPPH_2515	2904519	2901025	Uncharacterized protein 
Contig_2	PSPPH_2516	2905069	2905230	Uncharacterized protein 
Contig_2	PSPPH_2517	2905353	2906291	Uncharacterized protein 
Contig_2	PSPPH_2518	2906288	2906647	Uncharacterized protein 
Contig_2	PSPPH_2519	2906644	2906982	Type III secretion component, putative 
Contig_2	PSPPH_2520	2906979	2909162	Type III secretion component, putative 
Contig_2	PSPPH_2521	2909159	2910472	Type III secretion component, putative 
Contig_2	PSPPH_2522	2910485	2910901	Uncharacterized protein 
Contig_2	PSPPH_2523	2911758	2910904	TPR Domain domain protein 
Contig_2	PSPPH_2524	2911838	2912449	Type III secretion component, putative 
Contig_2	PSPPH_2525	2912471	2912677	Uncharacterized protein 
Contig_2	PSPPH_2526	2912783	2913118	Uncharacterized protein 
Contig_2	PSPPH_2527	2913122	2913901	Type III secretion component, putative 
Contig_2	PSPPH_2528	2913898	2914518	Type III secretion component, putative 
Contig_2	PSPPH_2529	2914511	2915107	Type III secretion component, putative 
Contig_2	PSPPH_2530	2915100	2916428	Type III secretion component, putative 
Contig_2	PSPPH_2531	2917610	2916507	ISPsy19, transposase 
Contig_2	PSPPH_2532	2917682	2918167	Myosin heavy chain B (MHC B) 
Contig_2	PSPPH_2533	2918319	2918209	Uncharacterized protein 
Contig_2	PSPPH_2534	2918314	2919219	Type III secretion component 
Contig_2	PSPPH_2535	2919216	2919872	Type III secretion component, putative 
Contig_2	PSPPH_2536	2919877	2920146	Type III secretion component, putative 
Contig_2	PSPPH_2537	2920153	2920971	Type III secretion component, putative 
Contig_2	PSPPH_2538	2920968	2922014	Type III secretion component, putative 
Contig_2	PSPPH_2539	2924841	2922031	Transcriptional regulator, LuxR family 
Contig_2	PSPPH_2540	2925540	2928860	Uncharacterized protein 
Contig_2	PSPPH_2541	2928916	2930175	ISPsy18, transposase 
Contig_2	PSPPH_2542	2930404	2931177	Membrane protein, putative 
Contig_2	PSPPH_2543	2931572	2931168	Response regulator 
Contig_2	PSPPH_2545	2936543	2934900	Probable malate:quinone oxidoreductase 
Contig_2	PSPPH_2546	2937438	2938109	Oxidoreductase, iron-sulfur binding subunit, putative 
Contig_2	PSPPH_2547	2938109	2939092	Oxidoreductase, putative 
Contig_2	PSPPH_2548	2939102	2941318	Aldehyde oxidase and xanthine dehydrogenase family protein 
Contig_2	PSPPH_2549	2941321	2942289	Xanthine dehydrogenase accessory factor, putative 
Contig_2	PSPPH_2550	2942863	2942270	Uncharacterized protein 
Contig_2	PSPPH_2551	2943022	2943606	Oxidoreductase, putative 
Contig_2	PSPPH_2552	2945219	2943828	Aldehyde dehydrogenase family protein 
Contig_2	PSPPH_2553	2945322	2946200	Transcriptional regulator, LysR family 
Contig_2	PSPPH_2554	2947309	2946215	Tartrate dehydrogenase 
Contig_2	PSPPH_2555	2947423	2948334	Transcriptional regulator, LysR family 
Contig_2	PSPPH_2556	2949505	2948351	Spermidine/putrescine ABC transporter, ATP-binding protein 
Contig_2	PSPPH_2557	2950317	2949502	Spermidine/putrescine ABC transporter, permease protein, putative 
Contig_2	PSPPH_2558	2951178	2950324	Binding-protein dependent transport system inner membrane protein 
Contig_2	PSPPH_2559	2952290	2951265	Polyamine ABC transporter, periplasmic polyamine-binding protein 
Contig_2	PSPPH_2560	2953690	2952581	3,4-dihydroxy-2-butanone 4-phosphate synthase 
Contig_2	PSPPH_2561	2953785	2954075	Uncharacterized protein 
Contig_2	PSPPH_2562	2954690	2954127	MutT/nudix family protein 
Contig_2	PSPPH_2563	2955612	2954692	Transcriptional regulator, GntR family 
Contig_2	PSPPH_2564	2956118	2955633	Oxidoreductase, putative 
Contig_2	PSPPH_2565	2957613	2956132	Aldehyde dehydrogenase family protein 
Contig_2	PSPPH_2566	2958458	2957610	3-oxoadipate enol-lactonase 
Contig_2	PSPPH_2567	2959097	2958507	Uncharacterized protein 
Contig_2	PSPPH_2568	2959414	2960517	ISPsy19, transposase 
Contig_2	PSPPH_2569	2960550	2961689	Glutathione-independent formaldehyde dehydrogenase 
Contig_2	PSPPH_2570	2961794	2962654	Oxidoreductase, short chain dehydrogenase/reductase family 
Contig_2	PSPPH_2571	2965533	2962762	Insecticidal toxin complex protein, putative 
Contig_2	PSPPH_2572	2965856	2967286	Succinate-semialdehyde dehydrogenase (NADP+) 
Contig_2	PSPPH_2573	2968293	2967358	Penicillin-binding protein 7 
Contig_2	PSPPH_2574	2968561	2969046	Uncharacterized protein 
Contig_2	PSPPH_2575	2969670	2969143	Uncharacterized protein 
Contig_2	PSPPH_2576	2970065	2970880	Shikimate 5-dehydrogenase, putative 
Contig_2	PSPPH_2577	2971582	2970920	UPF0502 protein PSPPH_2577 
Contig_2	PSPPH_2578	2971737	2972246	Uncharacterized protein 
Contig_2	PSPPH_2579	2972457	2973611	Major facilitator family transporter 
Contig_2	PSPPH_2580	2974510	2973608	LysR family transcriptional regulator 
Contig_2	PSPPH_2581	2974643	2974879	Lipoprotein, putative 
Contig_2	PSPPH_2582	2974923	2975681	Membrane protein, TerC family 
Contig_2	PSPPH_2583	2975961	2975779	Uncharacterized protein 
Contig_2	PSPPH_2584	2976091	2976876	Uncharacterized protein 
Contig_2	PSPPH_2585	2978219	2976936	RC220 
Contig_2	PSPPH_2587	2979676	2978615	Aldo-keto reductase family protein 
Contig_2	PSPPH_2588	2980166	2979804	MutT/nudix family protein 
Contig_2	PSPPH_2589	2981551	2980475	Oxidoreductase, zinc-binding 
Contig_2	PSPPH_2590	2981819	2984701	GAF domain/GGDEF domain/EAL domain protein 
Contig_2	PSPPH_2591	2984880	2985434	Uncharacterized protein 
Contig_2	PSPPH_2592	2986594	2985656	Fructokinase 
Contig_2	PSPPH_2593	2989538	2986617	D-mannonate oxidoreductase/xylulokinase 
Contig_2	PSPPH_2594	2990662	2989556	ABC transporter MtlK 
Contig_2	PSPPH_2595	2991418	2990693	Mannitol ABC transporter, permease protein 
Contig_2	PSPPH_2596	2992837	2991506	Mannitol ABC transporter, periplasmic mannitol-binding protein 
Contig_2	PSPPH_2597	2993983	2993078	Transcriptional activator MltR 
Contig_2	PSPPH_2598	2994113	2994871	Tetrapyrrole methylase family protein 
Contig_2	PSPPH_2599	2996088	2994868	Glycosyltransferase 
Contig_2	PSPPH_2600	2996554	2996195	Response regulator 
Contig_2	PSPPH_2601	2996888	3000400	Sensor histidine kinase/response regulator 
Contig_2	PSPPH_2602	3000450	3001271	Chemotaxis protein methyltransferase CheR 
Contig_2	PSPPH_2603	3001268	3001882	Protein-glutamate methylesterase CheB 
Contig_2	PSPPH_2604	3001876	3003057	Sensor histidine kinase/response regulator 
Contig_2	PSPPH_2605	3003151	3003579	Response regulator 
Contig_2	PSPPH_2606	3005607	3003649	Sensory box sensor histidine kinase/response regulator 
Contig_2	PSPPH_2607	3007160	3005676	Circadian clock gene kaiC-like protein 
Contig_2	PSPPH_2608	3007381	3008193	Enoyl-CoA hydratase/isomerase family protein 
Contig_2	PSPPH_2609	3008233	3009069	NADH pyrophosphatase 
Contig_2	PSPPH_2610	3009816	3009037	Membrane protein, putative 
Contig_2	PSPPH_2612	3011916	3011149	Oxidoreductase, short-chain dehydrogenase/reductase family 
Contig_2	PSPPH_2613	3013011	3011944	Phosphotransferase enzyme family 
Contig_2	PSPPH_2614	3013542	3013225	SCP-2 sterol transfer family protein 
Contig_2	PSPPH_2615	3014308	3013598	Phosphoglycerate mutase family protein 
Contig_2	PSPPH_2616	3014514	3015536	Peptidase, U7 family 
Contig_2	PSPPH_2617	3016650	3016156	Uncharacterized protein 
